Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps),loss,iptext,isp
16/09/25,20:30,5.61,0.61,325.69,408.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,20:35,4.15,0.68,438.77,684.46,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,20:40,3.64,0.36,564.47,664.89,1.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,20:45,4.28,0.35,525.96,670.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,20:50,4.17,0.23,496.53,670.47,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,20:55,4.17,0.18,535.37,687.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:00,4.55,0.28,752.17,674.81,2.2,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:05,4.17,0.11,502.73,679.48,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:10,4.21,0.12,557.88,684.19,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:15,4.24,0.17,422.1,674.54,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:20,4.66,1.14,440.17,570.28,0.6,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:25,4.71,0.1,815.85,641.46,1.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:30,4.24,0.32,540.72,659.41,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:35,6.74,0.5,740.24,546.11,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:40,4.2,2.14,531.39,663.99,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:45,4.15,0.69,464.79,630.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:50,4.38,0.24,553.12,523.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,21:55,4.17,0.44,522.73,618.97,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:00,4.66,0.35,501.89,567.42,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:05,3.93,1.15,460.93,616.46,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:10,4.33,0.57,510.52,662.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:15,4.19,0.2,582.17,655.47,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:20,4.22,0.26,455.07,672.51,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:25,4.26,0.33,441.4,605.6,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:30,4.23,0.2,447.8,456.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:35,4.1,0.57,538.87,653.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:40,4.05,0.18,519.83,672.88,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:45,3.97,0.15,541.83,679.44,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:50,4.88,0.16,535.66,641.82,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,22:55,4.28,0.17,547.51,664.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:00,4.04,0.19,513.51,591.36,2.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:05,4.15,0.16,567.64,625.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:10,3.98,0.07,538.87,653.81,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:15,4.03,0.21,544.38,629.2,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:20,3.95,0.26,633.76,654.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:25,4.29,0.38,589.43,633.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:30,4.06,0.08,545.06,597.82,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:35,4.05,0.05,601.22,600.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:40,3.91,0.09,552.21,643.41,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:45,3.97,0.04,510.51,674.51,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:50,4.1,0.87,769.38,658.29,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
16/09/25,23:55,4.0,0.14,551.93,685.25,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:05,4.37,15.43,718.33,670.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:10,5.04,1.22,484.36,660.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:15,4.07,0.19,574.16,684.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:20,3.63,1.08,546.39,672.66,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:25,4.2,0.6,539.21,686.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:30,4.24,0.34,474.39,663.58,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:35,4.19,0.17,482.08,692.76,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:40,4.46,0.86,409.3,688.23,0.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:45,4.78,0.75,460.73,680.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:50,4.18,0.03,760.96,694.16,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,00:55,4.18,0.26,691.7,679.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:00,3.98,0.59,552.79,693.2,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:05,4.37,0.21,734.97,681.81,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:10,4.23,0.34,573.06,686.54,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:15,4.07,0.13,561.25,678.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:20,4.44,0.54,562.71,652.8,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:25,4.15,0.2,562.39,681.66,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:30,4.27,0.15,538.55,667.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:35,4.4,0.47,556.83,664.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:40,3.75,0.51,501.76,703.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:45,4.26,0.27,534.29,684.94,1.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:50,4.14,0.2,676.65,691.3,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,01:55,4.3,0.25,579.31,701.7,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:00,4.02,0.19,542.4,700.01,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:05,3.96,0.31,540.78,699.57,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:10,3.75,0.44,586.14,699.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:15,4.06,0.14,566.53,701.69,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:20,4.11,0.32,751.33,683.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:25,4.48,0.29,600.57,681.67,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:30,4.05,0.84,907.74,491.4,1.2,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:35,4.12,0.37,813.7,682.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:40,3.77,0.67,548.12,690.46,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:45,4.54,0.1,514.3,686.13,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:50,4.59,0.24,604.28,658.37,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,02:55,4.2,0.86,517.03,698.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:00,4.05,0.06,518.3,221.96,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:05,4.11,0.3,553.51,702.35,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:10,3.5,0.1,692.22,483.12,1.0,191.193.73.32,Sem Fone Telecomunicacoes Ltda,Vivo
17/09/25,03:15,4.06,0.19,569.78,703.24,0.0,138.97.240.197,Vivo,Sem Fone Telecomunicacoes Ltda
17/09/25,03:20,4.2,0.5,496.47,699.21,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:25,4.04,0.34,524.28,694.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:30,4.34,0.16,494.84,684.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:35,4.47,0.11,539.8,695.45,1.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:40,4.41,0.18,524.59,692.22,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:45,4.28,0.37,607.3,701.35,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:50,4.17,0.41,530.99,696.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,03:55,4.03,0.09,588.0,698.4,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:00,4.09,0.74,488.84,682.1,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:05,3.98,0.12,563.3,681.13,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:10,4.32,0.19,569.12,673.06,0.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:15,4.22,0.13,587.76,687.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:20,4.43,0.24,534.72,697.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:25,3.93,0.15,578.15,701.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:30,3.99,0.28,595.67,694.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:35,3.88,0.24,587.57,699.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:40,4.01,0.2,539.18,698.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:45,4.17,0.1,558.69,693.63,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:50,4.02,0.14,558.91,692.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,04:55,4.14,0.19,510.2,679.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:00,4.1,0.21,555.67,692.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:05,4.35,0.21,525.95,694.13,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:10,4.18,0.1,563.16,683.8,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:15,4.26,0.17,400.83,622.69,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:20,4.46,0.93,590.51,691.4,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:25,4.38,1.18,495.49,676.47,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:30,3.91,0.75,536.46,611.59,1.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:35,3.85,0.48,525.59,658.49,1.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:40,4.06,0.34,494.23,673.37,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:45,4.08,0.5,550.19,698.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:50,4.3,0.77,579.45,699.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,05:55,4.09,0.17,589.99,689.51,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:00,5.44,0.61,872.24,689.55,3.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:05,4.85,0.13,769.79,699.38,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:10,4.02,0.1,566.63,669.86,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:15,4.22,0.33,553.39,693.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:20,3.92,0.19,569.27,683.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:25,4.96,0.93,478.88,565.32,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:30,3.78,0.37,563.65,664.39,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:35,3.94,0.57,571.8,685.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:40,4.38,8.9,605.25,686.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:45,4.51,0.41,535.63,681.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:50,4.13,0.25,545.97,692.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,06:55,3.93,0.33,466.71,685.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:00,4.08,0.11,625.02,696.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:05,4.38,0.45,532.47,695.98,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:10,4.46,0.2,375.23,500.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:15,4.17,0.37,560.23,676.73,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:20,3.8,0.32,464.45,674.31,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:25,3.92,0.2,526.73,698.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:30,4.12,4.08,545.38,674.59,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:35,3.98,0.25,499.45,672.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:40,5.67,2.11,357.17,387.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:45,4.12,0.15,486.62,689.48,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:50,3.55,0.41,560.13,693.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,07:55,3.9,0.23,530.6,692.23,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:00,4.63,0.64,385.32,583.4,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:05,3.97,0.16,536.4,683.01,0.6,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:10,3.82,0.28,532.0,687.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:15,4.05,0.58,424.82,571.56,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:20,4.41,0.7,852.2,683.04,1.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:25,4.34,0.34,516.07,687.41,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:30,3.85,0.59,523.67,664.24,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:35,4.45,1.16,505.63,614.12,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:40,4.02,0.13,562.14,695.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:45,3.45,0.55,536.67,685.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:50,4.07,0.49,465.23,687.38,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,08:55,3.9,0.15,493.96,678.82,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:00,4.16,0.15,422.56,549.22,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:05,4.26,0.2,517.28,679.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:10,3.99,0.33,475.81,620.32,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:15,4.41,0.53,544.54,659.86,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:20,3.85,0.16,573.22,684.57,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:25,4.18,0.2,460.33,684.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:30,4.14,0.44,529.79,575.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:35,4.8,1.08,392.32,664.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:40,4.4,0.34,549.56,683.58,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:45,4.05,0.33,528.93,679.61,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:50,3.86,0.16,550.95,685.97,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,09:55,4.35,0.18,549.9,689.77,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:00,4.04,0.17,574.2,668.19,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:05,4.04,0.18,550.03,685.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:10,6.99,0.43,537.06,690.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:15,3.96,1.0,396.41,591.87,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:20,4.06,0.82,482.11,674.86,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:25,4.06,0.12,664.33,675.38,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:30,4.75,0.42,381.57,531.04,0.9,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:35,4.02,0.2,446.09,673.92,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:40,4.8,0.12,318.44,196.96,1.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:45,4.55,0.27,567.63,684.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:50,4.1,0.19,652.71,685.45,1.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,10:55,4.7,0.15,778.92,677.98,0.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:00,3.47,1.0,502.63,429.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:05,3.93,0.15,558.74,679.99,0.6,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:10,4.54,0.26,889.24,642.07,2.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:15,4.25,0.38,722.76,679.08,0.3,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:20,4.15,0.2,553.36,680.13,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
17/09/25,11:25,4.28,0.22,608.19,677.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
