Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps),loss,iptext,isp
22/09/25,00:10,4.09,0.32,482.61,670.57,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:15,3.78,0.79,485.67,662.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:20,4.23,0.45,751.65,669.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:25,4.25,0.21,510.4,667.1,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:30,4.26,0.14,508.64,652.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:35,3.87,0.85,498.44,669.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:40,3.88,1.08,713.9,663.53,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:45,4.21,0.25,523.1,672.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:50,4.27,0.5,428.89,684.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,00:55,4.25,1.01,530.99,680.71,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:00,4.24,0.56,502.44,445.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:05,4.36,0.24,545.04,663.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:10,4.12,0.24,491.7,669.09,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:15,3.77,0.8,594.67,678.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:20,3.82,0.13,577.35,658.12,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:25,4.01,0.21,586.04,672.56,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:30,4.34,0.18,456.21,669.89,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:35,3.95,0.2,501.83,662.07,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:40,4.14,0.23,476.46,662.66,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:45,3.67,0.91,461.78,670.73,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:50,4.3,0.34,800.84,667.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,01:55,3.95,0.09,504.06,661.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:05,4.13,0.14,589.6,665.13,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:10,3.76,0.41,503.36,665.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:15,3.96,0.63,531.49,584.24,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:20,3.98,0.82,503.54,673.24,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:25,3.97,0.22,533.04,682.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:30,4.04,0.11,522.01,680.25,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:35,4.18,0.2,502.59,609.07,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:40,4.12,0.59,641.02,677.21,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:45,4.05,0.24,517.42,678.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:50,4.05,0.25,474.78,692.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,02:55,3.96,0.31,509.36,685.06,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:05,3.97,0.15,558.88,695.87,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:10,4.34,1.21,744.9,644.33,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:15,4.07,0.17,614.62,692.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:20,4.61,0.18,575.19,693.6,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:25,4.28,0.22,594.23,704.02,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:30,4.2,0.23,580.91,689.1,1.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:35,4.29,0.22,626.42,682.9,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:40,4.17,0.72,594.01,689.88,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:45,4.11,0.12,589.51,638.83,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:50,4.32,0.73,737.45,703.26,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,03:55,4.37,0.19,636.16,701.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:00,4.43,0.89,558.51,700.59,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:05,4.25,0.1,590.96,700.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:10,4.22,0.11,715.62,694.04,1.9,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:15,4.05,0.25,593.69,701.19,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:20,4.13,0.3,705.75,698.21,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:25,4.07,0.43,590.9,697.37,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:30,4.09,0.07,509.4,324.39,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:35,4.25,0.23,599.4,689.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:40,3.99,0.22,590.2,695.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:45,4.16,0.25,590.69,702.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:50,4.01,0.16,615.41,703.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,04:55,4.06,0.26,625.46,694.16,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:00,4.15,0.37,608.31,701.98,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:05,4.55,0.39,613.43,691.84,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:10,4.14,0.14,523.35,702.61,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:15,4.19,0.27,781.47,698.77,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:20,4.16,0.53,710.63,699.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:25,4.03,0.28,588.83,703.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:30,4.16,0.21,627.24,687.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:40,4.35,0.19,613.18,687.41,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:45,3.97,0.17,603.6,676.83,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,05:50,4.34,0.73,610.43,689.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:00,4.26,0.15,562.21,441.72,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:05,4.14,0.27,590.82,695.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:10,4.34,0.19,613.9,681.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:15,4.13,0.16,637.75,687.83,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:20,4.31,0.19,757.19,674.0,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:25,4.1,0.09,618.61,680.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:30,3.99,0.26,615.49,681.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:35,4.1,0.21,586.3,676.94,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:45,4.17,0.13,607.05,650.58,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:50,4.21,0.3,777.27,663.86,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,06:55,4.08,0.12,531.34,675.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:00,4.29,0.22,616.7,609.11,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:05,4.19,0.18,631.58,685.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:10,4.34,0.21,618.81,673.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:15,4.1,0.18,593.38,695.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:20,4.09,0.32,625.35,677.58,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:25,3.97,0.15,559.34,687.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:30,4.22,0.14,568.07,698.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:35,4.23,0.31,773.64,688.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:40,4.78,0.82,512.94,698.12,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:45,4.23,0.26,562.29,676.65,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:50,4.21,0.16,695.71,680.17,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,07:55,4.06,0.3,591.69,683.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:00,4.83,0.23,378.21,557.53,1.7,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:05,4.04,0.2,581.54,686.22,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:10,4.02,0.09,557.7,684.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:15,3.98,0.15,592.56,675.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:20,3.99,0.07,599.97,698.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:25,3.92,0.07,608.1,700.7,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:30,3.97,0.28,604.46,697.25,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:35,3.96,0.17,593.61,690.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:40,4.02,0.25,579.39,691.43,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:45,4.3,0.31,549.87,695.61,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:50,4.11,0.25,565.98,678.29,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,08:55,4.38,0.19,603.0,665.81,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:00,4.39,0.33,439.68,539.9,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:05,4.4,0.1,795.63,675.47,2.8,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:10,4.62,0.51,385.05,653.78,0.8,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:15,4.26,0.23,527.21,680.49,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:20,4.93,0.18,474.79,677.57,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:25,3.94,0.54,485.61,611.27,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:30,4.26,0.08,140.63,383.63,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:35,4.38,1.95,522.17,672.46,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:40,4.13,0.21,505.99,667.66,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:45,4.85,0.59,539.24,667.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:50,4.06,0.27,492.46,674.95,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,09:55,4.4,1.0,411.88,672.3,0.8,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:00,4.09,0.24,548.44,669.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:05,4.16,0.41,503.62,674.77,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:10,4.22,0.45,537.15,656.89,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:15,4.19,0.28,543.02,685.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:20,4.1,0.16,491.74,680.85,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:25,3.94,0.86,871.24,669.42,1.9,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:30,4.29,0.59,454.63,650.18,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:35,4.04,0.26,570.49,673.48,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:40,4.24,1.57,477.3,670.3,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:45,4.47,0.7,522.98,637.24,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:50,3.97,0.2,511.91,665.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
22/09/25,10:55,4.19,0.32,429.54,628.97,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:25,4.38,0.34,576.85,654.45,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:30,4.06,0.12,527.42,687.08,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:35,4.44,0.2,671.48,667.42,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:40,4.27,0.51,461.61,679.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:45,4.21,2.06,509.64,685.44,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:50,4.2,0.18,548.1,661.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,15:55,4.21,0.83,506.62,667.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:00,4.53,0.23,289.65,304.82,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:05,4.22,0.14,570.32,677.88,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:10,4.31,0.18,645.13,662.15,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:15,4.19,2.15,484.72,690.6,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:20,4.04,0.48,655.2,576.08,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:25,4.36,0.97,572.92,655.55,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:30,4.19,0.34,554.66,681.75,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:35,4.44,0.14,655.68,668.54,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:40,3.93,0.15,556.46,633.74,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:45,4.58,0.23,245.12,447.93,2.6,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:50,4.57,0.41,572.67,672.89,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,16:55,4.27,0.1,560.58,652.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:00,4.49,0.26,532.92,653.14,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:05,4.25,0.16,494.76,653.31,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:10,3.99,0.17,587.25,652.8,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:15,4.49,0.15,665.39,662.04,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:20,4.38,0.39,638.59,625.8,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:25,4.45,0.42,636.84,664.84,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:30,4.28,0.2,368.64,610.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:35,4.8,0.48,351.01,601.83,0.4,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:40,6.38,3.94,476.11,348.5,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:45,4.11,0.23,362.25,659.09,1.6,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:50,4.01,0.11,690.62,676.96,0.5,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,17:55,4.65,0.71,754.8,677.21,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:00,4.32,0.26,478.41,670.84,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:05,4.84,1.41,479.47,633.05,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:10,4.2,0.1,471.53,633.78,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:15,4.39,0.49,578.46,659.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:20,4.75,0.77,458.08,674.59,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:25,4.53,0.57,459.76,683.5,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:30,4.11,0.12,496.29,664.27,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:35,4.14,0.16,586.14,677.93,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:40,3.98,0.17,570.9,676.2,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:45,4.22,0.32,549.46,677.37,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:50,4.14,0.11,612.2,646.63,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,18:55,4.17,0.12,540.46,674.68,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:00,4.01,0.08,548.13,658.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:05,4.39,0.28,663.3,638.03,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:10,3.93,0.1,580.58,664.34,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:15,4.83,0.37,547.73,653.79,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:20,4.24,0.06,558.31,645.6,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:25,4.26,0.23,537.91,649.28,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:30,4.71,0.24,590.98,205.42,0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:35,4.5,0.26,574.63,647.59,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:40,4.76,0.32,556.16,667.32,0.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
23/09/25,19:45,23.73,4.21,673.33,609.25,2.0,138.97.240.197,Sem Fone Telecomunicacoes Ltda,Sem Fone Telecomunicacoes Ltda
